微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数,辟谣方式
Iwzou7Lr8,#安哥辟谣#【80名中国公民在俄隔离遭虐待？大使馆：经查不实！】近日，个别自媒体上传言称莫斯科警方暴力执法，虐待隔离人员，无故带走中国公民。中国驻俄罗斯大使馆经核实，该传言并不属实。莫斯科市政府通过检查，将80名涉嫌违反自我隔离规定的中国公民集中在察里津诺康复中心等指定地点进行隔离。使馆领事官员前往慰问并送去食品、水果等慰问品及生活必需品，并要求俄方采取一切措施提供良好的隔离和生活条件。被警方带走的人员均涉嫌违反了俄防疫规定，且隔离地点并非只有中国公民，还有俄公民和其他国家公民。处于医学观察的人员中，中方人员只占约三分之一。经查证，造谣者与日前散布中国公民因感染冠状病毒被俄方抛尸荒野谣言者系同一人。使馆再次提醒中国公民严格遵守俄方的各项防疫规定，在俄遇到任何困难或遭遇不公正待遇，请第一时间与使馆联系。#祖国反黑站[超话]# #80名中国公民在俄隔离遭虐待不实# #韩专家称最坏情况是40%国民感染# #韩国出生45天婴儿感染新冠肺炎# #三月# #方舱医院读书哥出舱了# 安侠怎么看？                                 ,,无,无,TRUE,无,无,2020/3/1 11:16,祖国反黑站超话,14394,344,723,3
IwkU6r2Y3,#安哥辟谣#【确诊病人去大悦城传播病毒？造谣！像这样传播谣言的人都被拘了！】2月27日，北京市公安局副局长、新闻发言人潘绪宏在新闻发布会上通报了三起典型案例，这些不实消息都通过网络进行散播，引起恐慌并造成不良影响。目前，三起案件嫌疑人都已被警方行政拘留，类似疫情谣言警方已查处27人。安哥：战“疫”当前不信谣，信任和信心一样珍贵。北京日报都视频的微博视频 @北京政法                                 ,,无,无,TRUE,无,无,2020/2/28 22:23,无,268,89,74,2
IwjsvwESG,#安哥辟谣#【#外交部澄清韩国人来华避难传言#：航班乘客大多数是中国人】近期，互联网上有传言声称，“韩国来华航班爆满，大批韩国人来华避难”。对此，中国外交部发言人赵立坚28日表示，经向有关部门了解，自新冠肺炎疫情发生后，由于航空公司缩减航班，客观上导致韩国来华航班满座。但近期从韩国来华的乘客绝大多数都是在韩的中国公民。#北京等地防控规定中外公民一视同仁##近期自韩来华乘客多为在韩中国公民#对此，你有什么想说的？                                 ,,无,无,TRUE,无,无,2020/2/28 18:42,无,14674,144,183,2
IvRQeDJQ2,#安哥辟谣#武汉城管队员抢菜？别急，拍摄者和城管在线还原真相！武昌城管的微博视频  ,,无,无,TRUE,"http://f.video.weibocdn.com/000zse6ggx07BevRUzW701041200VcyD0E010.mp4?label=mp4_hd&template=640x360.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1609272944&ssig=B5IgecLujP&KID=unistore,video",无,2020/2/25 20:23,无,917,163,221,2
IvQwviNyr,#安哥辟谣#【谣言！网传西马路养老院120个老人全感染，经查不实】有网民通过网络转发视频称：“西马路养老院120个老人全感染”。经武汉市江岸区新冠肺炎防控指挥部核查回复：此为谣言。据查，江岸区西马街椿萱里老人照护中心收住47人，1月19日起实施封闭式管理，家属子女一律不得探望，老人也不得进出。截至2月24日，区民政局联系疾控部门对全院老人做了2次核酸检测，8人阳性，均及时送医院治疗，无新增感染人员。目前，该照护中心已纳入区集中隔离点进行规范管理。#老人一人一个车位晒太阳# 对于此类谣言你怎么看？                                 ,,无,无,TRUE,无,无,2020/2/25 17:02,无,1915,76,75,3
IvHznwU29,#安哥辟谣#【28年前南医大女生被杀案告破，医生破案？】别问，问就是假的！  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/00688ubUly1gc7nnupg8oj30b408egls.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gc7nnzawi9j306r07s0v4.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gc7nny3inqj30b20dcdgt.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gc7nnxhu98j30c809bwf0.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gc7nnu7ujlj30u02g9h62.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gc7nnlzqr4j306y058jrc.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gc7nnwzdomj309308c74o.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gc7nnwi9pcj30ix0kumzc.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gc7nnv9efqj30c8093dgg.jpg",无,TRUE,无,无,2020/2/24 18:14,无,318,75,104,2
IvzY5fWzY,#安哥辟谣#【#武汉救灾蔬菜去哪了#并无“截胡”一说！会加强管理！】近日，网传一名志愿者在湖北武汉市阳逻将爱心人士捐赠蔬菜送给自己亲戚。经阳逻街道办事处核实，此批蔬菜由新洲区罗某在网上联系爱心人士所赠，后罗某用车将蔬菜从成都运回，沿途发放。2月23日上午9点多，罗某将拖运蔬菜的车辆，开到阳逻街棉纺集贸市场门口，将一袋袋蔬菜送给居民。市场内的部分居民领取了30多袋蔬菜，其中一蛋糕店业主邱某，与罗某是亲戚，领取了4袋。邱某随后将蔬菜分给了左右邻居。在蔬菜受捐和发放过程中，并无阳逻道办事处公职人员和所聘志愿者参与。下一步，街道将加强对受捐物资领取和发放管理，维持正常捐受秩序。#微博辟谣#             [组图共9张]      原图                             ,,"http://ww3.sinaimg.cn/large/00688ubUgy1gc6q3mb8h5j305k05kglh.jpg,http://ww2.sinaimg.cn/large/00688ubUgy1gc6q3mboz9j305k05k0sl.jpg,http://ww1.sinaimg.cn/large/00688ubUgy1gc6q3m7y6cj305k05kmx0.jpg,http://ww4.sinaimg.cn/large/00688ubUgy1gc6q3czsspj30gj08ogn8.jpg,http://ww1.sinaimg.cn/large/00688ubUgy1gc6q3uepvtj30gj08ogn8.jpg,http://ww1.sinaimg.cn/large/00688ubUgy1gc6q3wo3ntj30gj08ogn8.jpg,http://ww1.sinaimg.cn/large/00688ubUgy1gc6q3zn0vvj305k05kwec.jpg,http://ww1.sinaimg.cn/large/00688ubUgy1gc6q3zn32oj305k05kjr9.jpg,http://ww2.sinaimg.cn/large/00688ubUgy1gc6q3zn6t7j305k05kwed.jpg",无,TRUE,无,无,2020/2/23 22:53,祖国反黑站超话,297,72,97,3
Ivw8SCkyg,#安哥辟谣#【小区团购防护不力致数十人感染？谣言！】今日，据湖北省武汉市@洪山发布 辟谣：近日，网传湖北武汉洪山美林青城小区“团购时防护不到位、致几十人确诊感染新冠肺炎”不实。经@纺机社区 核实，截至22日，该小区共有新冠肺炎确诊患者35人（含临床诊断4人），11人已康复，20人住院，4人集中隔离。近两日，该小区既无新增确诊病例，也无因收取物资致集中感染事件发生。目前，小区团购物资工作由社区派专人负责正常开展。#微博辟谣#                  原图                             ,,http://wx4.sinaimg.cn/large/00688ubUgy1gc68q5r381j30k00lgdoe.jpg,无,TRUE,无,无,2020/2/23 13:09,祖国反黑站超话,196,69,65,2
IvoxaeCrA,#安哥辟谣#【“蜂疗”传承人声明：部分媒体夸大疗效】近日网上出现的“自然蜂针疗法”一事，湖北武汉市武昌区文化和旅游局发布，武昌区级非物质文化遗产代表性项目“蜂疗”传承人李重山声明：“网上流传的相关图片、视频是2月7号下午我做蜂疗时一个医生录的，他们没有经过我的同意就发出去了，对此造成的不良影响，深表歉意！目前蜂疗对于一些健康问题有一些辅助调理的作用，许多媒体为了吸引观众，有些不切实际的说法，希望通过这份声明，消除不必要的负面影响。”安哥：请从官方权威渠道获取信息，勿让“求医心切”被利用！#祖国反黑站[超话]#             [组图共9张]      原图                             ,,"http://ww4.sinaimg.cn/large/00688ubUly1gc5bmzwz9kj30c80qhq60.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gc5bn04cqpj30c80qhad3.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gc5bn0aymnj30c80qhgon.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gc5bmzrjzuj30c80qhwhs.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gc5bn0ivdpj30c80qhn09.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gc5bn0pzc2j30c80qhq6h.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gc5bn0uw1rj30c80qhjtu.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gc5bn12utyj30go0duq9p.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gc5bn19z5dj30hs0a0ags.jpg",无,TRUE,无,无,2020/2/22 17:47,祖国反黑站超话,233,101,83,2
Ivgne29mU,#安哥辟谣#【武汉养老院求助？官方辟谣并表示将全员开展核酸检测】今日，武汉市民政局回应网络质疑：①武汉市社会福利院先后进行核酸检测、CT排查，确诊12人，死亡一人。确诊、疑似病例均立即转移到相关医疗机构救治，没有网上所说“11名老人呼吸衰竭而死”的情况。②详细介绍硚口区古田融济康养中心去世老人的生病全过程。③区分轻重缓急，接下来对武汉养老机构全员开展核酸检测。对已发生确诊和疑似病例的养老机构，在2月22日前完成全员核酸检测；对其它养老机构在2月28日前完成全员核酸检测。 武汉养老院求助？官方辟谣并表示将全员开展核酸检测                                 ,,无,无,TRUE,无,无,2020/2/21 21:00,无,177,64,65,2
IvfWwnhdw,#安哥辟谣#【原来如此！山东两男子向湖北运送物资后被拘留？官方回应：实为盈利+隐瞒行程】山东两名男子私自向湖北黄冈等地运送物资被行政拘留一事引发关注。 20日，山东省临沂市@兰陵公安 通报，自2月17日以来，何某、朱某二人以营利为目的，私自先后三次组织他人向湖北省黄冈市等疫情较重地区贩卖面粉、蔬菜等货物。返回兰陵后，隐瞒行程，不向所在乡镇报备，未按规定隔离观察，给全县疫情防控带来重大安全隐患。目前，两人被依法行政拘留。相关人员已按规定强制隔离。一手video的秒拍视频                                  ,,无,无,TRUE,无,无,2020/2/21 19:54,无,248,64,63,2
Iv6Sksms3,#安哥辟谣#【医生“被去世”？亲自发声：好着呢！】20日中午，#武汉中心医院急诊科主任艾芬辟谣#：自己好着呢，没有感染新冠肺炎，现在仍在抗疫一线工作。此前，网络上有谣言称，艾芬曾向医院提起新冠病毒可“人传人”，未获得任何回应，后在抗“疫”一线染病去世。此信息经艾芬本人确认，是谣言！安哥：请让白衣战士安心在前线奋战！一切为了抢救生命！#致敬战疫逆行者# #微博辟谣# 中国长安网的微博视频                                 ,,无,无,TRUE,无,无,2020/2/20 20:49,祖国反黑站超话,461,117,116,1
IuYmA1rMJ,#安哥辟谣#【“合成病毒”是谣言！#多国知名医学专家联名支持中国科学家# 】 2月18日，国际权威医学期刊《柳叶刀》刊登了由全球多个国家的知名医学专家联署的一份声明。声明对正在与新型冠状病毒肺炎疫情战斗的中国科研和医学人士表达致敬和支持之情，更严厉谴责了目前网络上一些愈演愈烈的围绕新型冠状病毒的阴谋论！尤其是那些宣称病毒并非来自自然界，而是“人造”出来的某种生化武器的阴谋论。时差视频的微博视频                                 ,,无,无,TRUE,无,无,2020/2/19 23:09,专业版微博,380,112,76,1
IuWgGFjUy,#安哥辟谣#【网传#北京大中小学3月初开学不实#】今日，个别网民发布消息称北京大中小学将于3月初开学。对此，@北京市教委 明确表示，这是一条虚假信息。市教委强调，目前，防控疫情是首要任务，开学时间要视疫情发展来定。安哥：任何消息需取自官方渠道，不传谣、不信谣！@北京政法 #江苏开学时间#  原图 ,,http://wx1.sinaimg.cn/large/00688ubUgy1gc1uup49brj30wu0iqwmx.jpg,无,TRUE,无,无,2020/2/19 17:49,专业版微博,139,60,46,1
IuNbTcV7P,#祖国反黑站[超话]##安哥辟谣#【抓住外出闲逛人员要考黄冈密卷？黄冈密卷：我不背这锅】网传“湖北武穴最严管控措施，乱上街居民考黄冈密卷合格才放行”。湖北#武穴回应乱上街居民需考黄冈密卷#否认考黄冈密卷。当地要求#武穴市域范围内全面禁出限行#，2月16日起无防疫任务上街居民送体育馆学习法律和防疫知识。安哥：防疫知识不是黄冈密卷，对付这种谣言两个字：走开！@四川长安网 一手video的秒拍视频                                 ,,无,无,TRUE,无,无,2020/2/18 18:43,祖国反黑站超话,177,40,50,2
IuFt7x9Sd,#安哥辟谣#【网传“零号病人”不实！三方回应正常上班身体正常】日前，一则关于“武汉病毒研究所一名女研究生黄燕玲是#新型冠状病毒#肺炎零号病人”的消息在网络流传。16日，中国科学院武汉病毒研究所发出声明，黄燕玲不是2012年考入武汉病毒所的硕士研究生，且近期没回过武汉。同日，黄燕玲所在公司迈克生物研发总监龙腾镶回应，其本人未感染新冠肺炎，目前处于正常的上班状态。其本人亦在同学群中予以辟谣。安哥：造谣可能给当事人带来巨大的影响和压力，请慎言！#微博辟谣##武汉病毒研究所声明# #黄燕玲# #零号病人#             [组图共9张]      原图                             ,,"http://ww3.sinaimg.cn/large/00688ubUgy1gbzsnxrst4j30go0ndjvj.jpg,http://ww3.sinaimg.cn/large/00688ubUgy1gbzshmkzd2j30kw0k6di5.jpg,http://ww2.sinaimg.cn/large/00688ubUgy1gbzshm3wusj30oa18gtbc.jpg,http://ww1.sinaimg.cn/large/00688ubUgy1gbzshy1ukwj31fp0kg7wh.jpg,http://ww4.sinaimg.cn/large/00688ubUgy1gbzshq19z1j31gd0ky7wh.jpg,http://ww1.sinaimg.cn/large/00688ubUgy1gbzsiayyfpj31gz0mh7wi.jpg,http://ww4.sinaimg.cn/large/00688ubUgy1gbzshm5ficj30fl0dfmyf.jpg,http://ww2.sinaimg.cn/large/00688ubUgy1gbzsjmuosgj30dw0f274r.jpg,http://ww2.sinaimg.cn/large/00688ubUgy1gbzsjmqq57j30f008cmxf.jpg",无,TRUE,无,无,2020/2/17 23:03,祖国反黑站超话,702,144,233,3
IuEONlYVd,#安哥辟谣#【“实名举报武汉病毒所泄露病毒”？谣言！】近日，网络上有匿名账号自称“陈全姣实名举报武汉病毒研究所所长泄露病毒”。对此，中国科学院武汉病毒研究所研究员陈全姣本人辟谣。17日，陈全姣公开发布个人声明：从未发布所谓“实名举报”，并表示极大愤慨，将依法追究造谣者的法律责任。安哥：希望科学家能不再被谣言缠身，专心赶紧战胜病毒！#微博辟谣# #武汉病毒所陈全姣声明#             [组图共9张]      原图                             ,,"http://ww4.sinaimg.cn/large/00688ubUgy1gbzpqb9tynj30c809y3zc.jpg,http://ww2.sinaimg.cn/large/00688ubUgy1gbzpq3c6jkj30c80nu76g.jpg,http://ww4.sinaimg.cn/large/00688ubUgy1gbzpq3bsvuj30a90czjse.jpg,http://ww4.sinaimg.cn/large/00688ubUgy1gbzpq3c4vtj30c808it9j.jpg,http://ww4.sinaimg.cn/large/00688ubUgy1gbzpq3c57uj30c80m9wg7.jpg,http://ww2.sinaimg.cn/large/00688ubUgy1gbzpq39yw9j30c80ji0un.jpg,http://ww2.sinaimg.cn/large/00688ubUgy1gbzpq3sxwcg308h05x0u5.gif,http://ww3.sinaimg.cn/large/00688ubUgy1gbzpq3zjqij30dw0f2gm4.jpg,http://ww2.sinaimg.cn/large/00688ubUgy1gbzpq3jjt1j30qy0c2jsx.jpg",无,TRUE,无,无,2020/2/17 21:24,祖国反黑站超话,942,191,289,3
IuEr0jkdw,#安哥辟谣#【武汉患者被逼自证！造谣的人良心不痛吗？】近日网传“媒体报道造假：患者张芬与护士陈颖是同一人”，还污蔑她们是“演员”，这是谣言！经核实，陈颖是浙江大学医学院附属第四医院“95后”护士，而张芬是湖北武汉方舱医院出院的44岁患者。今日张芬女儿发出张芬近照。安哥：前线越是到最吃劲的时候，我们越是保持清醒！不信谣，不添乱！#微博辟谣# #武汉病毒所陈全姣声明#             [组图共9张]      原图                             ,,"http://ww4.sinaimg.cn/large/00688ubUly1gbzo3u2802j30jo1pqgsm.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gbzo3udry3j30u0140q8y.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gbzo3u9f1hj30c80lr3zx.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gbzo3tuf7mj30tv0za7as.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gbzo3uizcfj30i70ga0ta.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gbzo3u4n9zj30u0167jx6.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gbzo3u7c5aj30u014gn3d.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gbzo3u78tej30tv14g41i.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gbzo3u78e3j30tz0qxdj7.jpg",无,TRUE,无,无,2020/2/17 20:25,祖国反黑站超话,1011,4747,250,2
IuDcMt8e3,#安哥辟谣#【数十湖北人藏在集装箱？不存在的！】近日，网上有人传播车牌为沪D11***箱式货车人员下车视频，称“湖北人藏在集装箱里返回宁波”。上海市金山区人民政府新闻办公室@金山传播 发布，经核查，相关视频实际为河南籍员工前往上海某公司，公司派箱式货车在金山区亭林车站帮助员工拉运行李。安哥：大战当前，请勿自乱阵脚制造恐慌！#微博辟谣# @浙江政法             [组图共2张]      原图                             ,,"http://ww4.sinaimg.cn/large/00688ubUly1gbziojf2j9j30j60x9tb0.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gbziojmktuj30j60t8jui.jpg",无,TRUE,无,无,2020/2/17 17:17,祖国反黑站超话,340,93,91,1
IuldzpmlK,"转发理由:造句大赛来袭，是时候展现真正的智慧了。“从没觉得我妈/爸有多厉害，直到这次疫情______”安哥先来：多亏他们发给我一堆谣言，让小编轻松完成了辟谣kpi  
原始用户: 吃多了
转发内容: #你爹可能要大意失荆州了#从没觉得我妈有多大本事，一辈子啥也没当，没沾到一点好处。直到这次疫情，在全市封路的情况下，通过她的关系，我当上了志愿者。  [组图共3张] 原图 ",,无,"http://ww4.sinaimg.cn/large/717bcff3gy1gbwoou372gj20u1141agv.jpg,http://ww3.sinaimg.cn/large/717bcff3gy1gbwooum1rzj211x0lc449.jpg,http://ww4.sinaimg.cn/large/717bcff3gy1gbwoov2q0ij20mi0u04ji.jpg",FALSE,无,无,2020/2/15 19:30,无,286,23,87,3
Iu3n53Fvu,#安哥辟谣#【男子把口罩喷酒精，遇84消毒瞬间死亡？假的！】近日，网传“武汉盘龙城一小区男子把口罩喷酒精戴，坐电梯，遇电梯84消毒，瞬间晕倒死亡”。据楚天都市报报道，湖北武汉市公安局黄陂区分局排查后确认没有接到类似的110报警，辖区医院也没有相关记录。联系上贴主核实情况时，贴主表示系“道听途说”，已自行删帖。#祖国反黑站[超话]##湖北疫情防控工作发布会##黄冈全面升级管控措施##金银潭医院恳请康复患者捐献血浆 #             [组图共9张]      原图                             ,,"http://ww1.sinaimg.cn/large/00688ubUly1gbv4hth0xhj30iw0iwaav.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gbv4htopnrj30iw0iwwfi.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gbv4htas8aj30ao0higo0.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gbv4hudarcj30ku0t4jxl.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gbv4humw2aj30ku0lmdli.jpg,http://ww3.sinaimg.cn/large/00688ubUly1gbv4hv2uhqj30kk0sp0zl.jpg,http://ww1.sinaimg.cn/large/00688ubUly1gbv4hveozsj30ku0obwjy.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gbv4hw1aclj30ku14dgtk.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gbv4hwx1xpj30ku0hq40m.jpg",无,TRUE,无,无,2020/2/13 22:04,祖国反黑站超话,198,107,64,3
Iu0q4bzce,#安哥辟谣#【湖北仙桃有人贩卖“批条物资”？假的！】近日，有网民称，湖北仙桃有人拿着所谓“批条”在网上贩卖抗疫物资。仙桃民警查实，“卖家”廖某智供认，在朋友圈中发布的“物资”照片，是他从网络下载而来，卖的是自己囤积的普通口罩。民警当即对廖某智囤积口罩、伪造虚假信息等违法违规行为进行了教育。安哥：妄图发灾难财的，政法君绝不放过！ #祖国反黑站[超话]##曾光谈湖北将临床诊断病例纳入公布##普通口罩怎样重复使用才安全#             [组图共2张]      原图                             ,,"http://ww2.sinaimg.cn/large/00688ubUly1gburfz10ysj30pu0sr76z.jpg,http://ww2.sinaimg.cn/large/00688ubUly1gburfyv02aj30m80citam.jpg",无,TRUE,无,无,2020/2/13 14:33,无,185,65,51,2
ItTb8AVSv,#祖国反黑站[超话]# 【三大疑点被解答！#武汉市慈善总会回应27亿善款上缴市财政# 】回应比较长，整理几点大家关心的问题：①难道善款就合并进市财政了？并不是的。武汉市慈善总会回应：这一批是非定向捐赠款，由市新冠肺炎疫情防控指挥部设定专户，会统一规划引导使用的。②善款到了市财政，还是否做到信息公开？是的。回应称：社会捐赠款接受和使用的具体情况已经在武汉市慈善总会官网公告。③善款是否用于疫情防控？是的。回应：已用款项就是用在疫情救治的三个方面。一是武汉市金银潭医院、武汉市肺科医院等医疗机构；二是火神山医院、雷神山医院以及方舱医院、留观隔离点等；三是区属医院。安哥：每一分善款都应花在刀刃上，才不辜负每一颗善心！#2020年应届高校毕业生有874万# #新疆去支援武汉的医生# #新冠肺炎夫妻通过视频见到宝宝##微博辟谣#   对于这样的回应，你怎么看？                                 ,,无,无,TRUE,无,无,2020/2/12 20:07,祖国反黑站超话,1261,22,42,2
ItH0xmgpP,"转发理由:#江苏医疗队行李丢失#？医疗物资被扣？看官方辟谣，了解事实真相！  
原始用户: 江苏省互联网举报中心
转发内容: #在线辟谣#【网传“江苏医疗队行李在武汉丢失、当地用货车运送医生护士”等消息不实】       2月10日，微博、微信平台爆料“湖北哄抢江苏医疗支援队的行李物资”、“当地用货车运送医生护士”等不实传言引发网友热议。这已是几天来又一次宣称“武汉和援鄂医疗队之间存在矛盾”的传言。此前如“宁波驰援湖北医疗人员物资被没收”“华山医院第四批支援湖北医疗队落地后物资被盗、连生活用品都被偷“等传言已被证实为谣言。       经核查，交汇点登载随队记者稿件《江苏第五批援湖北医疗队抵达第一夜：整理物资到凌晨四点》独家｜江苏第五批援湖北医疗队抵达第一夜：整理物资到凌晨四点称，队员们2月9日晚上七点到达武汉天河机场，十点多入住酒店，随后进行生活区的全面消毒，整理物资到凌晨四点。医疗队员们表示，“疫情不退，我不回！”“时刻做好了战斗准备！召即来，来即战。”       经向相关部门核实，得到的反馈是：全国大批支援队伍同日到达武汉，行李物资统一运送分拣。网传情况不实，2月9日晚队员们都已住下，目前个别被错拿的行李物资已找回。       当前抗“疫”战争正处于关键期，此时更需要全国人民团结一致，团结才是抗击疫情最好的“免疫力”。相信援鄂白衣战士对前方艰苦条件早有心理准备，也希望网友们不信谣不传谣，让我们共同打赢这场没有硝烟的抗击疫情保卫战。         [组图共9张]      原图                     ",,无,"http://ww1.sinaimg.cn/large/007wPuiOgy1gbsb6fkoamj30j6100te0.jpg,http://ww2.sinaimg.cn/large/007wPuiOgy1gbsb6hlp7bj30u01p879f.jpg,http://ww3.sinaimg.cn/large/007wPuiOgy1gbsb6lpic3j30om1hcgrr.jpg,http://ww4.sinaimg.cn/large/007wPuiOgy1gbsb6recznj30fu0m8gnh.jpg,http://ww3.sinaimg.cn/large/007wPuiOgy1gbsb6xa38qj30aa0kd0we.jpg,http://ww3.sinaimg.cn/large/007wPuiOgy1gbsb76qmp2j30c80hemzg.jpg,http://ww3.sinaimg.cn/large/007wPuiOgy1gbsb7amiwnj30u03kdwzo.jpg,http://ww1.sinaimg.cn/large/007wPuiOgy1gbsb7cxacyj30ge0f4wgs.jpg,http://ww1.sinaimg.cn/large/007wPuiOgy1gbsb7f49y5j30u01lek3z.jpg",FALSE,无,无,2020/2/11 13:08,360安全浏览器,355,107,135,3
Iswwp2Gkq,#祖国反黑站[超话]##安哥辟谣#【武钢前董事长保外就医在港染新冠肺炎？谣言！】日前，网传香港本地确诊新型肺炎患者、海通证券投资部总经理邓晞，系武钢前董事长邓崎琳之女，称邓崎琳夫妇来港看望女儿，曾入住三家五星级豪华酒店，出现发烧症状后未及时就医，又更换了一家五星级酒店，现一家三口均被确诊感染，引发网民高度关注。据悉，邓崎琳曾在2017年因受贿罪被判处有期徒刑15年，网传文章称其现在是“保外就医”。针对该消息，经中国长安网、中央政法委长安剑向有关部门核实，此系不实信息。原武钢董事长邓崎琳目前正在监狱服刑，现年69岁，有一子，没有女儿。经查实，邓晞父母于1月22日从武汉来港，不久双双出现低烧，后被确诊为新冠肺炎患者，1月28日入院治疗，邓晞本人在父母入院治疗次日也被确诊感染新冠病毒入院。媒体报道称，其父母曾因态度傲慢、拒绝配合治疗等行为，引起诸多质疑。邓晞于1月31日发布致歉信，称其父母并非拒绝治疗，而是因不通粤语，让整个治疗过程出现不少困难与阻碍；同时她表示自责与愧疚，此前父母身体不适时，认为只是小毛病，自己出现侥幸心理迁就他们，希望得到大家的理解与宽容，并为给香港防疫带来麻烦，给公众带来不安，给社会带来纷扰道歉。针对制造、散布、恶意炒作虚假信息者，公安机关将依法追究其法律责任。 #微博辟谣#             [组图共2张]      原图                             ,,"http://ww4.sinaimg.cn/large/00688ubUly1gbjhr7rlepj30el0jttgj.jpg,http://ww4.sinaimg.cn/large/00688ubUly1gbjhraadztj30au0e9jww.jpg",无,TRUE,无,无,2020/2/3 20:36,祖国反黑站超话,520,218,126,2
IsnrLjRWv,#安哥锐评#【政府部门辟谣也面临“四大考验”！发现问题才能战胜问题！】大家都说这几天不是愤怒得手脚冰凉，就是感动得热泪盈眶。我们也发现，此次疫情，官方回应比以往任何时候都来得多，来得快，效果却不都一样。有些辟谣，拨云见日，有些辟谣，却“越辟越谣”……无论如何，所有挨骂的，此刻都还在一线。压力前所未有、困难前所未有、考验也前所未有。人民以生命相托，我们必须全力以赴！#祖国反黑站[超话]#  别怕被骂，发现问题才能战胜问题！                                 ,,无,无,TRUE,无,无,2020/2/2 21:30,微博 weibo.com,930,142,159,2
IsbMZ4ngg,#安哥辟谣#【#双黄连#被辟谣：人命关天的“好消息”一定要准确再准确！】从#双黄连口服液可抑制新型冠状病毒#到#请勿抢购自行服用双黄连口服液#，一夜之间的剧情大反转不仅让老百姓白高兴一场，更加损害了媒体公信力。疫情当前，任何好消息，对普通人来说都是“救命稻草”。这场战“疫”中，权威信息发布，每一个字都要用在刀刃上！ #双黄连对新型冠状病毒不具针对性# 双黄连被辟谣：人命关天的“好消息”一定要准确再准确！                                 ,,无,无,TRUE,无,无,2020/2/1 15:49,微博 weibo.com,1819,318,398,2
Isbr8eeLS,【#头脑王者大作战#】随着疫情的发展，各种打着“科学”旗号的谣言扑面而来。75度的白酒内服外用可防新型肺炎？多喝60度以上的白开水能杀死病毒？机智的安侠们，快来参与在线“战疫”游戏，和网友一起防疫辟谣！微信扫码进入小程序答题，或关注“中央政法委长安剑”微信公众号，点击首页底部“防疫作战”按钮，立刻开始大作战！#最新疫情地图#             [组图共9张]      原图                             ,,"http://ww2.sinaimg.cn/large/00688ubUgy1gbgwn21edwj30zk0zk46s.jpg,http://ww1.sinaimg.cn/large/00688ubUgy1gbgwn493uaj311v1k8u0y.jpg,http://ww1.sinaimg.cn/large/00688ubUgy1gbgwn4yqfoj30ku112qfu.jpg,http://ww3.sinaimg.cn/large/00688ubUgy1gbgwn5p8caj30ku112tj2.jpg,http://ww3.sinaimg.cn/large/00688ubUgy1gbgwn67nbjj30ku112ahr.jpg,http://ww3.sinaimg.cn/large/00688ubUgy1gbgwn6oen6j30ku112qbp.jpg,http://ww3.sinaimg.cn/large/00688ubUgy1gbgwn76p8yj3076076dgt.jpg,http://ww3.sinaimg.cn/large/00688ubUgy1gbgwn1cgduj32b01vsdqo.jpg,http://ww3.sinaimg.cn/large/00688ubUgy1gbgwn7pr7rj32aw22gnbv.jpg",无,TRUE,无,无,2020/2/1 14:55,无,230,79,75,2
